id,cohort,outcome,statistic,or95ci,hr95ci,value,se,lower95,upper95,p,plimit,n,ncancer,neventscancer,ratecancer,ncontrol,neventscontrol,ratecontrol,chi2,convertedrr,comment,lnvalue,lnlower95,lnupper95,model
61922,all,Mortality,mor,.,.,2.45,.17611614,1.74,3.46,4.52700000000e-07,.,1308,218,61,.2798,1090,149,.1367,,Original,NA,.896088,.5538851,1.2412686,Multivariate
61922,giupper,Mortality,mor,.,.,3.79,.73545986,.9,16.02,.071,.,1098,8,3,.375,1090,149,.1367,,Original,NA,1.332366,-.10536052,2.773838,Multivariate
61946,all,Mortality,uor,2.71 [2.23 - 3.30],.,2.711559672573141,.099544644,2.230934402469267,3.2957294,,.,38899,431,265,.6148,38468,14255,.3706,,Original,NA,.99752402,.8024205,1.1926275,Univariate
61946,all,Mortality,uor,4.12 [3.03 - 5.62],.,4.123765635286373,.15761051,3.027861108387668,5.616322,,.,927,246,162,.6585,681,217,.3186,,Original,NA,1.4167668,1.1078565,1.725677,Univariate
61946,all,Severe Disease,uor,0.84 [0.67 - 1.06],.,.8440085709977284,.11593003,.6724611946912527,1.0593183,,.,38899,431,97,.2251,38468,9848,.256,,Original,NA,-.16959263,-.39681086,.057625592,Univariate
61946,all,Severe Disease,uor,1.04 [0.74 - 1.47],.,1.044371488526366,.17475098,.7414929109464296,1.4709673,,.,927,246,59,.2398,681,158,.232,,Original,NA,.04341526,-.29908967,.3859202,Univariate
62120,all,Mortality,uhr,.,0.74 [0.53 - 1.03],.74,.1687095,.53,1.03,,>.05,585,117,29,.2479,468,100,.2066,,Original,NA,-.30110508,-.63487828,.029558774,Univariate
62120,all,Mortality,mhr,.,0.98 [0.58 - 1.67],.98,.27195776,.58,1.67,.894,.,585,117,29,.2479,468,100,.2066,,Original,NA,-.020202707,-.54472715,.51282358,Multivariate
62120,all,Severe Disease,mhr,.,0.80 [0.57 - 1.13],.8,.17620827,.57,1.13,,>.05,585,117,,,468,,,,Original,NA,-.22314355,-.56211895,.12221763,Multivariate
62182,breast,Mortality,uhr,.,1.56 [0.55 - 4.38],1.56,.52672654,.55,4.3800001,.4,.,234,8,4,.5,226,77,.3407,,Original,NA,.44468582,-.59783697,1.4770488,Univariate
62182,gynae,Mortality,uhr,.,0.60 [0.19 - 1.96],.6,.60397667,.19,1.96,.4,.,235,9,3,.3333,226,77,.3407,,Original,NANA,-.51082563,-1.6607312,.67294449,Univariate
62182,thoracic,Mortality,uhr,.,0.70 [0.28 - 1.79],.7,.47903556,.28,1.79,.46,.,241,15,5,.3333,226,77,.3407,,Original,NA,-.35667494,-1.2729657,.58221561,Univariate
62182,all,Mortality,uhr,.,1.64 [1.03 - 2.60],1.64,.23511457,1.03,2.5999999,.04,.,320,94,41,.4362,226,77,.3407,,Original,"total = active cancer only, subtypes include active and non-active",.49469623,.029558802,.95551139,Univariate
62182,uro,Mortality,uhr,.,1.65 [0.85 - 3.19],1.65,.33635667,.85,3.1900001,.14,.,250,24,13,.5417,226,77,.3407,,Original,NA,.50077528,-.16251893,1.1600209,Univariate
62340,other,Mortality,uor,1.34 [0.80 - 2.24],.,1.343688368797302,.26168975,.8045411705970764,2.2441342,.257397827,.,1674,64,25,.3906,1610,520,.322981366,1.28269888,Original,only includes patients with Ct value <30,.29541835,-.21748313,.80831981,Univariate
62340,all,Mortality,uor,1.29 [0.84 - 2.00],.,1.293990147783251,.22238523,.836828975192477,2.0008993,,.,3014,100,30,.3,2914,725,.2488,,Original,includes patients with Ct value >30,.25773057,-.17813556,.69359672,Univariate
63774,all,Mortality,uor,2.22 [1.59 - 3.10],.,2.217194318771362,.1711515,1.58532977104187,3.1009009,1.96463000000e-06,.,2833,197,52,.264,2636,367,.1392,22.62932907,Original,"I calculated crude OR, CI and p-value for mortality attributed to covid-19 in *active* cancer patients vs. non-cancer patients",.79624259,.46079245,1.1316926,Univariate
64534,all,Mortality,uor,7.30 [2.68 - 19.90],.,7.300000190734863,.51162291,2.678117036819458,19.89831,9.44828000000e-06,<0.001,354,17,9,.5294,337,45,.1335,19.6198429,Original,mORs presented are for severity,1.9878744,.98511398,2.9906347,Univariate
64534,all,Severe Disease,mor,.,.,5.33,.57747388,1.72,16.530001,,<0.001,354,17,11,.6471,337,123,.364985163,,Original,mORs presented are for severity,1.6733513,.5423243,2.805177,Multivariate
65461,breast,Mortality,uor,1.42 [0.28 - 7.05],.,1.415584444999695,.81945837,.2840619087219238,7.0543756,.670132874,.,136,16,2,.125,120,11,.091666667,.181446738,Original,NA,.34754249,-1.258563,1.9536481,Univariate
65461,gynae,Mortality,uor,14.86 [2.24 - 98.74],.,14.8636360168457,.96613497,2.237438917160034,98.741325,.00041328,.,125,5,3,.6,120,11,.091666667,12.47117653,Original,NANA,2.6989176,.80533189,4.5925035,Univariate
65461,haem,Mortality,uor,6.17 [0.51 - 74.73],.,6.17,1.2725682,.51,74.730003,9.93299000000e-07,.,123,3,3,1,120,11,.091666667,23.94107143,Original,NA,1.8196988,-.67334455,4.3138819,Univariate
65461,han,Mortality,uor,.,.,0,,,,,.,126,6,0,0,120,11,.091666667,,Original,NA,,,,Univariate
65461,hpb,Mortality,uor,.,.,0,,,,,.,123,3,0,0,120,11,.091666667,,Original,NA,,,,Univariate
65461,gilower,Mortality,uor,1.98 [0.38 - 10.22],.,1.981818199157715,.83670986,.3844647407531738,10.21577,.405775485,.,132,12,2,.1667,120,11,.091666667,.69114415,Original,NA,.68401468,-.95590317,2.3239326,Univariate
65461,solid,Mortality,uor,3.52 [1.52 - 8.18],.,3.523232221603394,.42989028,1.517115950584412,8.1820812,.002320483,.,181,61,16,.2623,120,11,.091666667,9.277007027,Original,NA,1.2593788,.41681114,2.1019466,Univariate
65461,thoracic,Mortality,uor,34.68 [6.40 - 187.84],.,34.68181991577148,.86193997,6.403519153594971,187.83868,1.00831000000e-08,.,129,9,7,.7778,120,11,.091666667,32.82516266,Original,NA,3.5462155,1.8568478,5.2355833,Univariate
65461,all,ICU Admission,mor,.,.,4.22,.20120059,3.17,6.2600002,.001,.,184,64,13,.2031,120,6,.05,,Original,NA,1.4398351,1.1537316,1.8341802,Multivariate
65461,all,Mortality,uor,4.18 [1.84 - 9.50],.,4.183838367462158,.41825497,1.8431316614151,9.4971533,.000332053,.,184,64,19,.2969,120,11,.091666667,12.88033189,Original,NA,1.4312291,.61146611,2.2509921,Univariate
65461,all,Mortality,mor,.,.,2.59,.36147329,1.47,5.2600002,.001,.,184,64,19,.2969,120,11,.091666667,,Original,NA,.95165789,.3852624,1.6601311,Multivariate
65461,all,Severe Disease,mor,.,.,2.26,.36371309,1.77,4.6100001,.01,.,184,64,24,.375,120,,,,Original,NA,.81536484,.57097954,1.5282279,Multivariate
65461,giupper,Mortality,uor,9.91 [1.27 - 77.41],.,9.909090995788574,1.0488486,1.268393754959106,77.412941,.008729093,.,124,4,2,.5,120,11,.091666667,6.877431277,Original,NA,2.2934525,.23775133,4.349154,Univariate
65461,uro,Mortality,uor,.,.,0,,,,,.,126,6,0,0,120,11,.091666667,,Original,NA,,,,Univariate
65844,all,Mortality,uhr,.,2.79 [1.76 - 4.42],2.79,.23474872,1.76,4.4200001,,<0.001,557,46,23,.5,511,103,.2016,,Original,NA,1.0260416,.56531382,1.4861397,Univariate
65844,all,Mortality,mhr,.,2.26 [1.39 - 3.66],2.26,.24555519,1.39,3.6570001,,<0.001,557,46,23,.5,511,103,.2016,,Original,NA,.81536484,.32930374,1.2966431,Multivariate
65975,haem,Mortality,uor,10.30 [2.74 - 38.66],.,10.30070754716981,.67475134,2.744851351870221,38.655853,,.,1968,9,5,.5556,1959,212,.1082,,Original,NA,2.3322127,1.0097269,3.6546981,Univariate
65975,all,Mortality,uor,2.71 [1.66 - 4.43],.,2.707614660263062,.25110433,1.655186533927917,4.4292154,.0000386028,<0.001,2052,93,23,.2473,1959,212,.1082,16.93887956,Original,NA,.99606806,.5039137,1.4882225,Univariate
65975,all,Mortality,mor,.,.,2.468,.29361081,1.388,4.388,.004,.,1023,93,23,.2473,930,126,.1355,,Original,propensity model 1 total cohort,.90340811,.32786387,1.4788735,Multivariate
65975,all,Mortality,uhr,.,2.00 [1.28 - 3.11],1.995,.22619614,1.28,3.108,.002,.,2052,93,23,.2473,1959,212,.1082,,Original,NA,.69064403,.24686007,1.1339794,Univariate
65975,all,Mortality,mhr,.,1.97 [1.24 - 3.12],1.965,.23540215,1.239,3.1170001,.004,.,1023,93,23,.2473,930,126,.1355,,Original,propensity model 1 total cohort,.67549223,.2143046,1.136871,Multivariate
65975,all,Moderate Disease,uor,0.70 [0.33 - 1.45],.,.6955819237566271,.37634727,.3326607461381955,1.4544374,,.,2048,93,8,.086,1955,233,.1192,,Original,NA,-.36300647,-1.1006321,.37461916,Univariate
65975,all,Severe Disease,uor,0.40 [0.26 - 0.61],.,.3983691690962099,.21330653,.2622522507260839,.6051349,,.,2048,93,45,.4839,1955,1372,.7018,,Original,NA,-.92037612,-1.3384484,-.50230384,Univariate
65975,all,Critical Disease,uor,3.46 [2.26 - 5.30],.,3.460916442048518,.21759623,2.25929656414571,5.3016248,,.,2048,93,40,.4301,1955,350,.179,,Original,NA,1.2415334,.81505352,1.6680133,Univariate
65975,giupper,Mortality,uor,16.48 [1.49 - 182.53],.,16.4811320754717,1.2269024,1.488154370284469,182.52657,,.,1962,3,2,.6667,1959,212,.1082,,Original,OesophagusNA,2.8022163,.39753667,5.2068958,Univariate
65975,uro,Mortality,uor,8.24 [2.05 - 33.19],.,8.240566037735849,.71083713,2.045938772433043,33.191086,,.,1967,8,4,.5,1959,212,.1082,,Original,Bladder,2.1090691,.71585673,3.5022814,Univariate
66084,all,Mortality,uor,2.89 [1.17 - 7.09],.,2.886446952819824,.45881325,1.174415588378906,7.0942311,.016509621,.,309,103,12,.1165,206,9,.0437,5.747767857,Original,NA,1.0600263,.16077065,1.9592819,Univariate
66084,all,Severe Disease,uor,1.19 [0.72 - 1.97],.,1.192164182662964,.25567639,.7222779989242554,1.9677402,.49155987,.,309,103,36,.3495,206,64,.3107,.473110048,Original,NA,.1757703,-.32534519,.67688578,Univariate
66333,all,ICU Admission,uor,0.44 [0.24 - 0.79],.,.4351795613765717,.30427212,.2397022694349289,.79006869,.005224877,.,522,77,15,.1948,445,159,.357303371,7.799912447,Original,NA,-.83199656,-1.4283577,-.2356354,Univariate
66333,all,Mortality,uor,2.89 [1.70 - 4.93],.,2.892857074737549,.27200997,1.697431087493896,4.9301691,.0000564178,.,522,77,27,.3506,445,70,.157303371,16.21925373,Original,NA,1.0622447,.52911597,1.5953733,Univariate
66531,breast,Mortality,uor,1.28 [0.29 - 5.72],.,1.277310967445374,.76473922,.285332202911377,5.7179785,.7483464399999999,.,517,19,2,.1053,498,42,.0843,.102925779,Original,NA,.24475706,-1.2541012,1.7436154,Univariate
66531,cns,Mortality,uor,10.86 [0.67 - 176.72],.,10.85714244842529,1.4233772,.66701740026474,176.72333,.036394725,.,500,2,1,.5,498,42,.0843,4.378513494,Original,NANA,2.3848231,-.40493914,5.1745853,Univariate
66531,gynae,Mortality,uor,0.72 [0.09 - 5.62],.,.723809540271759,1.0453081,.0932949632406235,5.6155257,.756153654,.,514,16,1,.0625,498,42,.0843,.096432389,Original,NANA,-.32322699,-2.3719893,1.7255352,Univariate
66531,haem,Mortality,uor,9.65 [3.54 - 26.32],.,9.65079402923584,.51197034,3.538131713867188,26.324013,1.22764000000e-07,<0.001,515,17,8,.4706,498,42,.0843,27.97702384,Original,NA,2.2670403,1.2635988,3.2704816,Univariate
66531,han,Mortality,uor,10.86 [1.49 - 79.05],.,10.85714244842529,1.0129178,1.491145730018616,79.051659,.003410955,.,502,4,2,.5,498,42,.0843,8.573475322,Original,nasopharyngealNA,2.3848231,.39954478,4.3701015,Univariate
66531,hpb,Mortality,uor,3.10 [0.62 - 15.41],.,3.102040767669678,.81783843,.6244585514068604,15.409601,.145320041,.,507,9,2,.2222,498,42,.0843,2.120700749,Original,NA,1.1320602,-.47087032,2.7349908,Univariate
66531,gilower,Mortality,uor,3.02 [1.07 - 8.53],.,3.015872955322266,.53062046,1.065979957580566,8.5325155,.029432455,.,521,23,5,.2174,498,42,.0843,4.742138991,Original,NA,1.1038893,.063894525,2.1438842,Univariate
66531,renal,Mortality,uor,2.71 [0.30 - 24.84],.,2.714285612106323,1.1296028,.2965772449970245,24.841238,.357378102,.,503,5,1,.2,498,42,.0843,.847085653,Original,NANA,.99852878,-1.2154475,3.2125051,Univariate
66531,sarcoma,Mortality,uor,.,.,0,,,,,.,502,4,0,0,498,42,.0843,,Original,NANA,,,,Univariate
66531,skin,Mortality,uor,.,.,,,,,,.,499,1,1,1,498,42,.0843,,Original,NA,,,,Univariate
66531,solid,Mortality,uor,2.30 [1.35 - 3.89],.,2.295005798339844,.26943296,1.353450894355774,3.891572,.001642206,.,647,149,26,.1745,498,42,.0843,9.911820501999999,Original,NA,.83073539,.30265754,1.3588132,Univariate
66531,thoracic,Mortality,uor,2.07 [0.68 - 6.31],.,2.068027257919312,.56887746,.6781532764434814,6.3064456,.192436957,.,523,25,4,.16,498,42,.0843,1.698861335,Original,NA,.72659516,-.38838196,1.8415722,Univariate
66531,all,Mortality,uor,2.80 [1.71 - 4.57],.,2.796536684036255,.25097817,1.709967970848083,4.5735464,.0000241508,<0.0001,664,166,34,.2048,498,42,.0843,17.83029001,Original,NA,1.0283817,.53647465,1.5202889,Univariate
66531,giupper,Mortality,uor,10.86 [3.02 - 39.02],.,10.85714244842529,.65268868,3.020974397659302,39.019707,7.07345000000e-06,.,508,10,5,.5,498,42,.0843,20.17326888,Original,NA,2.3848231,1.1055794,3.6640668,Univariate
66531,uro,Mortality,uor,1.45 [0.32 - 6.55],.,1.447619080543518,.76985013,.3201533555984497,6.5456166,.62899333,.,515,17,2,.1176,498,42,.0843,.233428349,Original,NA,.36992019,-1.1389551,1.8787956,Univariate
66861,all,Hospitalisation,mor,.,.,.79,.025200889,.75,.82999998,,<0.001,503011,9991,2508,.251,493020,71981,.146,,Original,No recent treatment,-.23572233,-.28768209,-.1863296,Multivariate
66861,all,Hospitalisation,mor,.,.,1.19,.033196382,1.11,1.27,,<0.001,497316,4296,1534,.3571,493020,7888,.016,,Original,Recent treatment,.17395331,.10436001,.23901689,Multivariate
66861,all,ICU Admission,mor,.,.,.98,.040037327,.91,1.0599999,.61,.,503011,9991,749,.075,493020,16270,.033,,Original,No recent treatment,-.020202707,-.094310679,.058268853,Multivariate
66861,all,ICU Admission,mor,.,.,1.69,.05163876,1.54,1.87,,<0.001,497316,4296,589,.1371,493020,16270,.033,,Original,Recent treatment,.52472854,.43178242,.62593842,Multivariate
66861,all,Mortality,mor,.,.,.93,.047130197,.84,1.02,.12,.,503011,9991,500,.05,493020,7888,.016,,Original,No recent treatment,-.072570696,-.17435339,.019802609,Multivariate
66861,all,Mortality,mor,.,.,1.74,.06074582,1.54,1.96,,<0.001,497316,4296,335,.078,493020,7888,.016,,Original,Recent treatment,.5538851,.43178242,.67294449,Multivariate
66861,all,Severe Disease,mor,.,.,.61,.055426564,.54,.68000001,,<0.001,503011,9991,380,.038,493020,10846,.022,,Original,No recent treatment,-.49429631,-.61618614,-.38566247,Multivariate
66861,all,Severe Disease,mor,.,.,1,.062357206,.88,1.13,.9399999999999999,.,497316,4296,314,.0731,493020,10846,.022,,Original,Recent treatment,0,-.12783337,.12221763,Multivariate
67122,breast,Hospitalisation,uor,1.82 [0.84 - 3.95],.,1.821653008460999,.39475825,.8403253555297852,3.9489698,.123061266,.,20075,28,10,.3571,20047,4685,.2337,2.377920456,Original,Breast,.59974432,-.17396614,1.3734547,Univariate
67122,breast,ICU Admission,uor,.,.,0,,,,,.,20811,34,0,0,20777,734,.0353,,Original,Breast,,,,Univariate
67122,breast,Mortality,uor,1.61 [0.62 - 4.17],.,1.611570954322815,.48480308,.6231392621994019,4.1678658,.320378797,.,20811,34,5,.1471,20777,2008,.0966,.9873994740000001,Original,Breast,.47720945,-.47298524,1.427404,Univariate
67122,haem,Hospitalisation,uor,8.53 [4.11 - 17.69],.,8.525336265563965,.37247831,4.108261108398438,17.691513,4.80644000000e-12,.,20083,36,26,.7222,20047,4685,.2337,47.7643882,Original,NA,2.1430426,1.4129999,2.873085,Univariate
67122,haem,ICU Admission,uor,1.40 [0.34 - 5.81],.,1.400335311889648,.72598439,.3375003933906555,5.810183,.641221287,.,20818,41,2,.0488,20777,734,.0353,.217148466,Original,NA,.3367117,-1.0861886,1.7596121,Univariate
67122,haem,Mortality,uor,8.07 [4.36 - 14.94],.,8.072504997253418,.31406593,4.361897468566895,14.939676,2.49323000000e-15,.,20818,41,19,.4634,20777,2008,.0966,62.63080944,Original,NA,2.0884638,1.4729072,2.7040205,Univariate
67122,gilower,Hospitalisation,uor,3.53 [1.66 - 7.52],.,3.531204223632813,.38552588,1.658682584762573,7.5176549,.00047789,.,20074,27,14,.5185,20047,4685,.2337,12.20001886,Original,Colorectal,1.261639,.50602365,2.0172544,Univariate
67122,gilower,ICU Admission,uor,4.71 [1.82 - 12.20],.,4.708024024963379,.48569027,1.817268848419189,12.197144,.000435625,.,20811,34,5,.1471,20777,734,.0353,12.37283743,Original,Colorectal,1.5492682,.59733474,2.5012019,Univariate
67122,gilower,Mortality,uor,5.10 [2.52 - 10.32],.,5.098424434661865,.35963753,2.519489526748657,10.317142,4.56087000000e-07,.,20811,34,12,.3529,20777,2008,.0966,25.44114093,Original,Colorectal,1.6289315,.92405629,2.3338068,Univariate
